entry,subentry,run,luminosityBlock,event,HLT_Dimuon10_Jpsi,HLT_Dimuon5_PsiPrime,HLT_Dimuon8_Jpsi,HLT_Dimuon9_PsiPrime,HLT_DoubleMu11_Acoplanarity03,HLT_DoubleMu3p5_LowMassNonResonant_Displaced,HLT_DoubleMu3p5_LowMass_Displaced,HLT_DoubleMu4_Acoplanarity03,HLT_DoubleMu5_IsoMu5,HLT_L2DoubleMu23_NoVertex,HLT_L2DoubleMu23_NoVertex_2Cha_Angle2p5,HLT_L2DoubleMu38_NoVertex_2Cha_Angle2p5,HLT_Mu13_Mu8,HLT_Mu13_Mu8_NoDZ,HLT_Mu17,HLT_Mu17_Mu8,HLT_Mu17_TkMu8,HLT_Mu17_TkMu8_NoDZ,HLT_Mu22_TkMu22,HLT_Mu22_TkMu8,HLT_Mu8,HLT_TripleMu5,PV_npvs,PV_x,PV_y,PV_z,nMuon,Muon_pt,Muon_eta,Muon_phi,Muon_mass,Muon_charge,Muon_pfRelIso03_all,Muon_pfRelIso04_all,Muon_tightId,Muon_softId,Muon_dxy,Muon_dxyErr,Muon_dz,Muon_dzErr,Muon_jetIdx,Muon_genPartIdx
0,0,195397,817,1044388523,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,12,0.07110433,0.06485621,-0.6291079,2,10.763697,1.0668273,-0.034272723,0.10565837,-1,0.8938817,1.9791288,True,True,-0.00045122797,0.0022968655,-0.0030117636,0.004487296,-1,-1
0,1,195397,817,1044388523,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,12,0.07110433,0.06485621,-0.6291079,2,15.736523,-0.5637865,2.5426154,0.10565837,-1,-999.0,-999.0,False,False,8.9908324e-05,0.0012981534,0.0015885436,0.0025728934,-1,-1
1,0,195397,817,1044431067,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,11,0.07483563,0.06293594,-7.4814014,2,10.53849,-0.42778006,-0.2747921,0.10565837,1,4.0011663,4.4836917,True,True,-0.019440124,0.0024307992,0.002827438,0.0031015263,-1,-1
1,1,195397,817,1044431067,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,11,0.07483563,0.06293594,-7.4814014,2,16.327097,0.34922507,2.5397813,0.10565837,-1,1.0551858,1.0551858,True,True,-0.04111302,0.0014578935,0.020876458,0.003054541,-1,-1
3,0,195397,817,1044443963,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,17,0.06948782,0.06370716,-5.056934,4,11.429154,-1.5882396,-2.0773041,0.10565837,1,1.8363414,2.200472,True,True,0.007862282,0.0028221027,-0.005627297,0.005536843,-1,-1
3,1,195397,817,1044443963,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,17,0.06948782,0.06370716,-5.056934,4,17.634033,-1.7511845,0.25135836,0.10565837,1,0.61512756,0.9456954,True,True,0.0016340229,0.0029880172,-0.0020423464,0.0055909315,-1,-1
3,2,195397,817,1044443963,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,17,0.06948782,0.06370716,-5.056934,4,9.624728,-1.590997,-2.0130494,0.10565837,1,-999.0,-999.0,False,False,-999.0,-999.0,-999.0,-999.0,-1,-1
3,3,195397,817,1044443963,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,17,0.06948782,0.06370716,-5.056934,4,3.5022252,-1.6559632,-1.8499726,0.10565837,1,-999.0,-999.0,False,False,-999.0,-999.0,-999.0,-999.0,-1,-1
4,0,195397,817,1044504251,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,18,0.0726831,0.06560033,6.210455,4,3.2834418,-2.1724837,-2.3700082,0.10565837,-1,0.295613,0.45777288,False,False,1.7650489,0.08421983,-6.9846926,0.4441442,-1,-1
4,1,195397,817,1044504251,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,18,0.0726831,0.06560033,6.210455,4,3.6440058,-2.182535,-2.305139,0.10565837,-1,-999.0,-999.0,False,False,-999.0,-999.0,-999.0,-999.0,-1,-1
4,2,195397,817,1044504251,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,18,0.0726831,0.06560033,6.210455,4,32.911224,-1.1233627,-0.9752425,0.10565837,1,-999.0,-999.0,False,False,-999.0,-999.0,-999.0,-999.0,-1,-1
4,3,195397,817,1044504251,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,18,0.0726831,0.06560033,6.210455,4,23.721754,-1.1629014,-0.77300525,0.10565837,1,-999.0,-999.0,False,False,-999.0,-999.0,-999.0,-999.0,-1,-1
5,0,195397,817,1044533851,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,16,0.07024241,0.06598706,9.300999,3,3.566528,-1.371932,-2.909045,0.10565837,-1,8.227514,13.195885,False,True,0.0046779127,0.004377593,-0.007319689,0.00993437,-1,-1
5,1,195397,817,1044533851,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,16,0.07024241,0.06598706,9.300999,3,4.572504,-0.7032646,2.455208,0.10565837,1,0.20370223,0.20370223,False,True,-0.0020004704,0.004140478,-0.0011525826,0.0061683976,-1,-1
5,2,195397,817,1044533851,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,16,0.07024241,0.06598706,9.300999,3,4.371863,-1.0399996,-3.0593922,0.10565837,-1,-999.0,-999.0,False,False,-999.0,-999.0,-999.0,-999.0,-1,-1
6,0,195397,817,1044502715,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,False,17,0.06981587,0.0636838,3.5722578,2,57.6067,-0.5320893,-0.07179804,0.10565837,-1,0.0,0.0,True,True,0.0010628526,0.000983799,-0.0021948817,0.002975599,-1,-1
6,1,195397,817,1044502715,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,False,17,0.06981587,0.0636838,3.5722578,2,53.04508,-1.0041686,3.0895152,0.10565837,1,0.0,0.007655473,True,True,0.00053517,0.0011219108,0.0024176952,0.003130076,-1,-1
7,0,195397,817,1044640427,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,9,0.0734001,0.06403016,-0.9010494,2,11.319675,-0.77165854,-2.2452729,0.10565837,1,2.5345974,2.698546,True,True,0.0046903123,0.0030208598,0.007938298,0.0038353994,-1,-1
7,1,195397,817,1044640427,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,9,0.0734001,0.06403016,-0.9010494,2,23.906353,-0.700997,-2.1809616,0.10565837,-1,1.2777635,1.2777635,True,True,4.3793192e-05,0.0014444449,-0.005035563,0.0028564234,-1,-1
8,0,195397,817,1044682923,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,16,0.07317526,0.065441966,9.765643,2,10.193569,0.44180685,0.67785203,0.10565837,-1,0.0,0.0,True,True,0.0017626631,0.0023672385,-0.0028294881,0.0025579561,-1,-1
8,1,195397,817,1044682923,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,16,0.07317526,0.065441966,9.765643,2,14.204061,0.70211726,-2.034401,0.10565837,1,0.0,0.062106315,True,True,-0.001190483,0.0020485432,-0.0008766256,0.0039459234,-1,-1
9,0,195397,817,1044718283,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,13,0.06663551,0.06747437,-0.9513538,2,11.470704,2.341742,3.1309705,0.10565837,-1,0.04411784,0.09943137,True,True,0.007862276,0.0023233835,0.028905516,0.0126156965,-1,-1
9,1,195397,817,1044718283,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,13,0.06663551,0.06747437,-0.9513538,2,3.4690065,2.3523731,3.0211737,0.10565837,1,0.18290111,0.54307604,True,True,-0.00040206505,0.008311374,0.024886884,0.03277583,-1,-1
10,0,195397,817,1044733867,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,12,0.07437958,0.06174477,-1.877232,2,8.820886,1.6479524,-3.0666046,0.10565837,1,2.162682,2.6610088,True,True,0.083964944,0.0050074724,0.038792323,0.01596671,-1,-1
10,1,195397,817,1044733867,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,12,0.07437958,0.06174477,-1.877232,2,17.640625,0.7153012,-0.386779,0.10565837,-1,1.7032281,1.8000331,False,False,0.003358444,0.0016000421,-0.0019866498,0.0032896833,-1,-1
11,0,195397,817,1044781179,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,18,0.06613956,0.06594856,-10.321528,2,14.594058,1.2600799,1.0042726,0.10565837,1,0.64061624,1.0261327,True,True,0.0015277728,0.0017648358,-0.0019139177,0.0038082672,-1,-1
11,1,195397,817,1044781179,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,18,0.06613956,0.06594856,-10.321528,2,12.34653,-1.2943505,0.02396283,0.10565837,1,-999.0,-999.0,False,False,-999.0,-999.0,-999.0,-999.0,-1,-1
12,0,195397,817,1044793851,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,15,0.07392293,0.06042604,1.3259721,6,35.575283,-2.1452484,-2.3038719,0.10565837,1,1.4999286,2.3408818,True,True,0.0023920028,0.0025920484,-0.010437589,0.017560964,-1,-1
12,1,195397,817,1044793851,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,15,0.07392293,0.06042604,1.3259721,6,15.075876,0.17580329,0.33969843,0.10565837,1,-999.0,-999.0,False,False,0.001603704,0.0014854261,0.0010774584,0.0038574897,-1,-1
12,2,195397,817,1044793851,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,15,0.07392293,0.06042604,1.3259721,6,20.153141,0.049437653,0.26564458,0.10565837,1,-999.0,-999.0,False,False,-999.0,-999.0,-999.0,-999.0,-1,-1
12,3,195397,817,1044793851,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,15,0.07392293,0.06042604,1.3259721,6,27.559505,-2.16147,-2.3385608,0.10565837,-1,-999.0,-999.0,False,False,-999.0,-999.0,-999.0,-999.0,-1,-1
12,4,195397,817,1044793851,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,15,0.07392293,0.06042604,1.3259721,6,7.3946643,-2.359775,-2.1286073,0.10565837,1,-999.0,-999.0,False,False,-999.0,-999.0,-999.0,-999.0,-1,-1
12,5,195397,817,1044793851,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,15,0.07392293,0.06042604,1.3259721,6,6.029187,-2.2921197,-2.0493133,0.10565837,1,-999.0,-999.0,False,False,-999.0,-999.0,-999.0,-999.0,-1,-1
13,0,195397,817,1044908443,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,15,0.07182533,0.061008103,3.31991,3,21.814959,-1.3796883,0.549052,0.10565837,1,0.29635248,0.34963563,True,True,0.010315737,0.0017361088,0.00058709,0.004514024,-1,-1
13,1,195397,817,1044908443,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,15,0.07182533,0.061008103,3.31991,3,9.548976,-0.771164,-2.267438,0.10565837,1,-999.0,-999.0,False,True,-0.0020028364,0.0029726627,0.0051596365,0.0044601406,-1,-1
13,2,195397,817,1044908443,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,15,0.07182533,0.061008103,3.31991,3,9.808516,-0.7800594,-2.2737064,0.10565837,1,4.427641,5.123779,False,True,-999.0,-999.0,-999.0,-999.0,-1,-1
14,0,195397,817,1044920027,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,11,0.06886431,0.06328574,-2.3651524,2,4.3400006,-1.8818394,1.8531363,0.10565837,1,1.1372334,1.1372334,True,True,-0.006071851,0.009447246,0.028659165,0.022261066,-1,-1
14,1,195397,817,1044920027,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,11,0.06886431,0.06328574,-2.3651524,2,13.142795,-1.99839,1.6839074,0.10565837,-1,0.31044954,0.44219694,True,True,0.0003352988,0.0019445323,0.0039654644,0.006778761,-1,-1
16,0,195397,817,1044933003,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,17,0.07459262,0.06460801,1.2639092,2,15.200817,1.3370227,0.42112115,0.10565837,1,0.11188018,0.13527672,True,True,-0.00089189934,0.0016520864,-0.0026040056,0.004587679,-1,-1
16,1,195397,817,1044933003,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,17,0.07459262,0.06460801,1.2639092,2,10.510826,1.2091194,0.43247432,0.10565837,-1,0.16180177,0.19563796,True,True,-0.0048457626,0.0029840053,0.16376024,0.0045240484,-1,-1
17,0,195397,817,1044935739,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,18,0.06795067,0.062690586,-9.380786,2,38.77179,-0.2424488,-1.5352031,0.10565837,1,0.060434874,0.10327323,True,True,-0.0015846874,0.0011880592,-0.0004778386,0.003483005,-1,-1
17,1,195397,817,1044935739,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,18,0.06795067,0.062690586,-9.380786,2,14.14412,-0.2581611,-1.4889017,0.10565837,-1,0.16566376,0.23474836,True,True,0.0033042983,0.0019194679,0.0005130139,0.002014594,-1,-1
18,0,195397,817,1044991131,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,11,0.070197575,0.06930956,-0.13375124,2,13.187383,-2.2383351,-0.26104695,0.10565837,1,0.12686303,0.22834344,True,True,0.0012354701,0.0034587712,-0.0050913314,0.008625047,-1,-1
18,1,195397,817,1044991131,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,11,0.070197575,0.06930956,-0.13375124,2,8.904003,0.04448523,-0.61795956,0.10565837,-1,1.1705142,1.1705142,False,True,0.076667204,0.0017942855,15.397714,0.00536732,-1,-1
19,0,195397,817,1044962443,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,18,0.07393314,0.0581816,13.321555,2,5.302141,-1.3096492,-0.33864692,0.10565837,1,2.2048943,2.4497616,True,True,0.043225832,0.0070483787,-0.018501282,0.013828749,-1,-1
19,1,195397,817,1044962443,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,18,0.07393314,0.0581816,13.321555,2,15.658161,0.47602835,0.8139615,0.10565837,1,1.2264091,1.8325806,True,True,-0.014203917,0.0016801015,0.017350674,0.0033626116,-1,-1
20,0,195397,817,1045058827,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,17,0.07653736,0.067574084,7.3298645,2,3.437332,2.1375022,-2.6816294,0.10565837,-1,0.0,0.4450352,True,True,0.033543732,0.011588606,-0.08733223,0.037619174,-1,-1
20,1,195397,817,1045058827,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,17,0.07653736,0.067574084,7.3298645,2,12.795895,0.93845725,-3.0382774,0.10565837,1,0.23095296,0.4795535,True,True,-0.0026209808,0.0021874039,-0.0006991623,0.004931529,-1,-1
21,0,195397,817,1045046555,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,16,0.07361972,0.06370997,3.1659834,5,13.290763,0.2987763,-1.6452614,0.10565837,1,1.9507015,2.2228806,True,True,0.008482571,0.0019392507,-0.00093233486,0.0035353585,-1,-1
21,1,195397,817,1045046555,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,16,0.07361972,0.06370997,3.1659834,5,21.395365,0.3441081,1.2330592,0.10565837,-1,2.5341427,2.821629,True,True,-8.548401e-06,0.0010892403,-0.0019781708,0.0016012585,-1,-1
21,2,195397,817,1045046555,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,16,0.07361972,0.06370997,3.1659834,5,3.8076649,0.20347783,-1.4021311,0.10565837,1,-999.0,-999.0,False,False,-999.0,-999.0,-999.0,-999.0,-1,-1
21,3,195397,817,1045046555,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,16,0.07361972,0.06370997,3.1659834,5,4.5266724,0.26630238,-2.4697185,0.10565837,-1,-999.0,-999.0,False,False,-999.0,-999.0,-999.0,-999.0,-1,-1
21,4,195397,817,1045046555,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,16,0.07361972,0.06370997,3.1659834,5,8.890205,0.78352886,-0.478775,0.10565837,1,-999.0,-999.0,False,False,-999.0,-999.0,-999.0,-999.0,-1,-1
22,0,195397,817,1045059227,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,12,0.07104382,0.060630377,-0.491195,3,15.172749,2.304164,0.14934559,0.10565837,1,1.1390991,2.0833843,False,True,0.0072115655,0.0019968115,-5.8890533,0.013563889,-1,-1
22,1,195397,817,1045059227,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,12,0.07104382,0.060630377,-0.491195,3,15.522135,1.7598788,-0.18991219,0.10565837,-1,0.1218162,0.71205133,False,True,-0.0080758,0.0016137342,-6.1662273,0.0055988887,-1,-1
22,2,195397,817,1045059227,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,12,0.07104382,0.060630377,-0.491195,3,3.0757604,2.144167,-0.42444837,0.10565837,-1,-999.0,-999.0,False,False,-999.0,-999.0,-999.0,-999.0,-1,-1
23,0,195397,817,1045080923,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,12,0.07217721,0.058811683,6.9636397,3,19.430239,2.2057438,-2.2029722,0.10565837,1,0.38926595,0.79165787,False,False,0.0013871909,0.0060081454,0.04796818,0.035127677,-1,-1
23,1,195397,817,1045080923,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,12,0.07217721,0.058811683,6.9636397,3,3.0245032,1.7285681,-2.966614,0.10565837,-1,-999.0,-999.0,False,False,-999.0,-999.0,-999.0,-999.0,-1,-1
23,2,195397,817,1045080923,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,12,0.07217721,0.058811683,6.9636397,3,3.6792564,0.42170987,-1.8556118,0.10565837,1,-999.0,-999.0,False,False,-999.0,-999.0,-999.0,-999.0,-1,-1
24,0,195397,817,1045038635,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,13,0.06995481,0.062474467,-13.115973,4,4.1100144,1.0990853,-0.43219995,0.10565837,-1,6.8496027,10.329508,True,True,0.0034191718,0.0035865568,-0.010290979,0.0062173614,-1,-1
24,1,195397,817,1045038635,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,13,0.06995481,0.062474467,-13.115973,4,8.644292,1.0607891,-0.5158649,0.10565837,1,2.5986173,4.241003,True,True,0.001167851,0.0030868184,0.0048896014,0.007510036,-1,-1
24,2,195397,817,1045038635,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,13,0.06995481,0.062474467,-13.115973,4,6.1070194,1.0307282,-0.10355039,0.10565837,-1,11.873991,14.424331,True,True,-0.005532764,0.0033084687,-0.0026529531,0.005390512,-1,-1
24,3,195397,817,1045038635,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,13,0.06995481,0.062474467,-13.115973,4,4.8288684,2.2339754,2.0927074,0.10565837,-1,-999.0,-999.0,False,False,-999.0,-999.0,-999.0,-999.0,-1,-1
25,0,195397,817,1045127067,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,18,0.07067862,0.064736426,-0.2784686,2,14.5092325,-2.090145,-1.3000673,0.10565837,-1,1.0901417,1.1881132,True,True,-0.0004903351,0.0036511591,-0.013097763,0.009129233,-1,-1
25,1,195397,817,1045127067,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,18,0.07067862,0.064736426,-0.2784686,2,10.42972,-1.1247431,2.035638,0.10565837,1,3.3259304,3.5475934,True,True,-0.011121953,0.0023519194,0.0125624435,0.0045169783,-1,-1
26,0,195397,817,1045131547,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,15,0.070675604,0.06591488,-0.31832007,2,16.190771,1.537271,1.7903032,0.10565837,-1,0.07632784,0.07632784,True,True,0.0027245737,0.0023272969,0.0047598784,0.006241799,-1,-1
26,1,195397,817,1045131547,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,15,0.070675604,0.06591488,-0.31832007,2,12.748943,0.8526297,-1.3052732,0.10565837,1,0.03571906,0.03571906,True,True,0.0035217537,0.002318131,-0.0070323576,0.0044831405,-1,-1
27,0,195397,817,1045062267,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,17,0.07207933,0.06439242,-4.1243978,2,16.37482,-0.54647183,-2.4012277,0.10565837,1,0.76482487,0.76482487,True,True,0.0045676413,0.0012532223,0.0013004317,0.002336286,-1,-1
27,1,195397,817,1045062267,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,17,0.07207933,0.06439242,-4.1243978,2,14.912028,-0.5193539,-2.3032656,0.10565837,-1,0.6666544,0.9237574,True,True,-0.012449896,0.002091508,0.023203842,0.0030353805,-1,-1
28,0,195397,817,1045181995,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,13,0.07109788,0.062544316,-4.2188287,3,19.34621,-2.1139672,1.2270713,0.10565837,-1,1.3696561,1.3696561,True,True,0.006073557,0.0034752896,-0.028886022,0.0064585158,-1,-1
28,1,195397,817,1045181995,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,13,0.07109788,0.062544316,-4.2188287,3,7.598088,-2.2299938,1.2276179,0.10565837,1,-999.0,-999.0,False,False,-999.0,-999.0,-999.0,-999.0,-1,-1
28,2,195397,817,1045181995,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,13,0.07109788,0.062544316,-4.2188287,3,8.833941,-2.300628,1.2390203,0.10565837,-1,-999.0,-999.0,False,False,-999.0,-999.0,-999.0,-999.0,-1,-1
29,0,195397,817,1045167675,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,14,0.06788618,0.06629813,-1.606371,2,11.412118,1.6871128,2.986587,0.10565837,-1,4.660768,4.9294686,False,True,-0.25281695,0.0038001605,-0.30053976,0.0099032745,-1,-1
29,1,195397,817,1045167675,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,14,0.06788618,0.06629813,-1.606371,2,61.456078,0.8288309,-0.26672837,0.10565837,-1,1.7573125,1.7573125,True,True,-0.023910616,0.0011606823,-0.009836023,0.0034675898,-1,-1
31,0,195397,817,1045364859,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,14,0.071473114,0.06063857,-4.276896,2,17.408516,0.059551153,1.6244371,0.10565837,1,0.84310186,0.84310186,True,True,-0.022837704,0.0012119961,-0.021925244,0.004060895,-1,-1
31,1,195397,817,1045364859,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,14,0.071473114,0.06063857,-4.276896,2,11.689427,0.01715294,1.4970243,0.10565837,-1,1.2555921,1.2555921,False,False,0.030638719,0.0016839358,-0.020799177,0.0040919734,-1,-1
32,0,195397,817,1044402405,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,10,0.078425564,0.070773244,-7.59301,3,15.320001,2.2694907,1.9289006,0.10565837,1,0.103049286,0.14898644,True,True,0.031188967,0.003469777,0.050950956,0.013890989,-1,-1
32,1,195397,817,1044402405,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,10,0.078425564,0.070773244,-7.59301,3,14.006884,0.22580868,-1.1666337,0.10565837,-1,0.2623794,0.2623794,True,True,-0.00031460682,0.0019555292,0.0042351745,0.0033460828,-1,-1
32,2,195397,817,1044402405,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,10,0.078425564,0.070773244,-7.59301,3,4.097194,2.272295,2.135924,0.10565837,1,-999.0,-999.0,False,True,-999.0,-999.0,-999.0,-999.0,-1,-1
33,0,195397,817,1044442517,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,True,False,False,9,0.07535851,0.06393269,-0.8748054,2,45.61478,2.203074,1.2641718,0.10565837,1,0.020467617,0.037343077,True,True,0.00040606572,0.0008669333,0.002047249,0.004838576,-1,-1
33,1,195397,817,1044442517,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,True,False,False,9,0.07535851,0.06393269,-0.8748054,2,32.98454,1.1569772,-2.0044436,0.10565837,-1,0.09921147,0.09921147,True,True,-0.0003772509,0.0015124559,0.0023425815,0.00392234,-1,-1
34,0,195397,817,1044494373,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,19,0.07134928,0.06897815,0.5504905,3,10.304146,-2.1164231,-2.8008735,0.10565837,-1,0.15752038,0.18942806,True,True,-0.00031980284,0.0035174426,-0.0042945035,0.011577399,-1,-1
34,1,195397,817,1044494373,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,19,0.07134928,0.06897815,0.5504905,3,3.023922,-1.7215495,0.21492468,0.10565837,-1,0.6685533,0.92282593,True,True,3.506047e-06,0.005702915,-0.028705698,0.015532047,-1,-1
34,2,195397,817,1044494373,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,19,0.07134928,0.06897815,0.5504905,3,4.466705,-2.0359914,0.4015947,0.10565837,1,0.5513396,0.73568326,False,True,-999.0,-999.0,-999.0,-999.0,-1,-1
35,0,195397,817,1044504933,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,13,0.07176743,0.063008845,-6.400777,3,17.955496,1.8620167,-1.5934814,0.10565837,1,0.8139384,0.86524385,True,True,-0.016209098,0.0015350444,-0.013777352,0.0060619176,-1,-1
35,1,195397,817,1044504933,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,13,0.07176743,0.063008845,-6.400777,3,11.688166,1.1973376,-2.5394785,0.10565837,-1,1.4789072,1.5267279,False,False,0.0012459285,0.0022496157,-0.002073939,0.004699176,-1,-1
35,2,195397,817,1044504933,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,13,0.07176743,0.063008845,-6.400777,3,3.924547,2.2692406,1.7961192,0.10565837,-1,-999.0,-999.0,False,False,-999.0,-999.0,-999.0,-999.0,-1,-1
